Text,Label
"Meanwhile, in China we now look for better growth in both 2023 and 2024, which puts our forecasts above consensus, as consumption improves.",0
"We do see near-term risks to our China outlook as infections rise during the next several months, which will likely weigh on mobility and spending.",0
"On the other hand, increased immunity could provide a tailwind for growth in the second half of 2023 and into 2024.",0
"In terms of important develop- ments we are watching for, they differ by region.",1
"In Asia, we ex- pect continued normalization in consumer activity, which should help year-over-year comparisons, especially in the Services sec- tor.",0
"In Europe, we expect a war- induced recession, though fuel subsidies and a mild winter should help.",0
"Finally, in the United States we look for a 2001-type reces- sion, driven by weakness in hous- ing and inventory destocking.",0
" 18 WWW.KKR.COM INSIGHTS: OUTLOOK FOR 2023: KEEP IT SIMPLE Exhibit 20 Our Forecasts Reflect the Asynchronous Recovery Happening in the Global Capital Markets 2023e Real GDP Growth 2023e Inflation 2024e Real GDP Growth 2024e Inflation GMAA Bloomberg GMAA Bloomberg GMAA Bloomberg GMAA Bloomberg New Consensus New Consensus New Consensus New Consensus YOU.S. 0.3% 0.4% 3.9% 4.3% 1.5% 1.3% 2.5% 2.5% Euro Area -0.2% 0.2% 6.3% 5.9% 1.6% 1.6% 2.6% 2.5% China 5.2% 4.8% 2.3% 2.3% 5.4% 4.8% 2.6% 2.5% Data as at November 30, 2022.",0
"Source: Bloomberg, KKR Global Macro & Asset Allocation analysis.",1
"In terms of important developments we are watching for, they differ by region.",1
"In Asia, we expect continued normalization in consumer activity, which should help year- over-year comparisons, especially in the Services sector.",0
"In Europe, we expect a war-induced recession, though fuel subsidies and a mild winter should help.",0
"Finally, in the United States we look for a 2001-type recession, driven by weakness in housing and inventory destocking.",0
"However, given all the uncertainty in the global economy, we have also worked alongside our deal teams to map out a series of scenarios aimed at making sure that our capital structures are able to withstand a variety of outcomes.",0
"One can see this in Exhibit 21 , which shows that in a downside scenario, the deepest cuts would be to Europe.",0
"Exhibit 21 For 2023 and 2024, We Are Considering a Range of Outcomes, with a Nontrivial Chance of an Upside or Downside Surprise KKR GMAA Real GDP Forecast and Scenarios, % KKR GMAA Inflation Forecast and Scenarios, % Base Low High Base Low High YOU.S. 2023e 0.3% -1.5% 2.0% 3.9% 2.0% 6.0% 2024e 1.5% 2.0% 2.5% 2.5% 1.0% 4.5% Euro Area 2023e -0.2% -1.9% 1.5% 6.3% 3.6% 9.0% 2024e 1.6% -0.7% 2.4% 2.6% 0.0% 4.5% China 2023e 5.2% 4.7% 5.7% 2.3% 2.0% 2.5% 2024e 5.4% 4.9% 5.9% 2.6% 2.2% 3.0% In the YOU.S. for 2023 and 2024 we assign a probability of 50% for the base case, 35% for the bear case, and 15% for the bull case.",0
In Europe we assign the downside 20th percentile and the bull case 80% percentile.,1
"For China: In 2023, we assign a probability of 60% for the base case, 20% for the bear case, and 20% for the bull case.",1
"In 2024, we assign a probability of 50% for the base case, 25% for the bear case, and 25% for the bull case.",1
"Note that the bear case in the YOU.S. assumes a deep recession in 2023, but also assumes a bit more of a snapback in 2024.",0
"Data as at December 13, 2022.",1
Source: KKR Global Macro & Asset Allocation analysis.,1
"Harking back to Adam Smiths famous work, it feels to us that we have entered an era where the visible hand of politics and geopolitics appears to be quickly overpowering the invisible hand that defined increased economic globalization/harmony during the past few decades.",0
" WWW.KKR.COM 19 INSIGHTS: OUTLOOK FOR 2023: KEEP IT SIMPLE United States YOU.S. GDP Outlook As we show in Exhibit 24 , we retain a conservative outlook for YOU.S. GDP.",0
"Home prices have declined faster than expected this year, which leads us to take down our 2023 YOU.S. Real GDP growth estimate modestly from +0.5% to +0.3%.",0
"From a bigger picture perspective, we note that full-year GDP growth at that level is more consistent with a 2001-style recession than a 2008-style growth implosion.",0
"For example, we forecast monthly unemployment to increase 1.4% from a trough of 3.5% to a peak of 4.9% this cycle.",0
"That would be in line with 2001s 1.9% increase, and well below the GFCs 5.1% increase.",0
"Exhibit 22 We See YOU.S. GDP Growth Slowing, Not Collapsing -12 -10 -8 -6 -4 -2 0 1948 1953 1957 1960 1969 1973 1980 1981 1990 2001 2007 2020 2023E Change in Annualized Rate of YOU.S.",0
"Gross Domestic Product from Peak to Trough, % Median E = KKR GMAA estimate.",0
"Data as at November 30, 2022.",1
"Source: WSJ, KKR Global Macro & Asset Allocation analysis.",1
"Exhibit 23 We See a More Muted Unemployment Headwind This Cycle Compared to Past Ones Like the GFC 0 2 4 6 8 10 12 1948 1953 1957 1960 1969 1973 1980 1981 1990 2001 2007 2020 2023E Change in YOU.S. Unemployment Rate from Trough to Peak, % Median E = KKR GMAA estimate.",0
"Data as at November 4, 2022.",1
"Source: YOU.S. Bureau of Labor Statistics, Haver Analytics.",1
"As our quantitative model (Exhibit 24) shows, consumer excess savings have been helping to sustain growth better than what one might think.",0
"On the other hand, both high energy prices as well as falling housing activity are acting as major drags.",0
"Unfortunately, given some of our recent survey work around mortgages (Exhibit 25) , interest rates are now at such a level that buyers will likely re-trench for some time, we believe.",0
"As our quantitative model shows, consumer excess savings have been helping to sustain growth better than what one might think.",0
"On the other hand, both high energy prices as well as falling housing activity are acting as major drags.",0
 20 WWW.KKR.COM INSIGHTS: OUTLOOK FOR 2023: KEEP IT SIMPLE Exhibit 24 Our YOU.S. GDP Indicator for 2023 Has Fallen Slightly to +0.3% from +0.5% in July.,0
"High Energy Prices, Falling Housing Activity, and Monetary Tightening Remain the Key Headwinds 1.7% +0.4% +0.6% -1.1% -0.9% -0.2% -0.2% 0.3% 0.0% 0.5% 1.0% 1.5% 2.0% 2.5% 3.0% Baseline Consumer Excess Savings Moderate Credit Spreads High Energy Prices Falling Housing Activity Cental Bank Tightening Other Forecast Elements of Full-Year 2023 GDP Indicator, % +0.1% vs. prior update -0.4% vs. prior update +0.1% vs. prior update Data as at November 30, 2022.",0
"Source: KKR Global Macro & Asset Allocation analysis, Bloomberg.",1
"Exhibit 25 Mortgage Rates Are at 6.6%, Near the Threshold Where Homebuyers Abandon Their Searches 6.1% 6.9% Downgrade Search Abandon Search KKR 2022 Homebuyer Survey: Mortgage Rate at Which You Would Data as at December 16, 2022.",0
"Source: KKR Global Macro & Asset Allocation analysis, Bloomberg.",1
"In terms of specific components to GDP, my colleague Dave McNellis forecasts consumer PCE growth falls to almost zero in 2023, down materially from +2.7% in 2022.",0
"He does see some improvement thereafter, as the benefit of positive real wage growth eventually flows through the system.",0
"At the same time, however, Dave has a stronger forecast for capital expenditures, which one can see in Exhibit 28 .",0
"The Inflation Reduction Act could surprise on the high side in terms of spending, we think, while our conversations with CEOs lead us to believe that capex and opex will not fall off as much as during prior downturns.",0
This tailwind should help to offset weaker consumer spending as well as ongoing inventory de- stocking ( Exhibit 26 ).,0
"Looking out to 2024, our expectation is that GDP growth re-accelerates only modestly to 1.5% from 0.3% in 2023.",0
"Importantly, we see the hangover of a soft YOU.S. housing market continuing into 2024, given that we expect Fed policy will remain tight and mortgage rates elevated.",0
We also think that goods-related consumption spending will be slow to recover following what was a surge of pandemic-era buying in 2020-21.,0
"These headwinds offset other positives that we see potentially emerging as we look out into 2024, including resilient commercial capex spending and improvements in net exports as Europe and Asia start to emerge from economic soft patches.",0
"The Inflation Reduction Act could surprise on the high side in terms of spending, we think, while our conversations with CEOs lead us to believe that capex and opex will not fall off as much as during prior downturns.",0
This tailwind should help to offset weaker consumer spending as well as ongoing inventory destocking.,0
